date,price
2019-03-31,4103.86
2019-04-01,4103.52
2019-04-02,4146.32
2019-04-03,4862.23
2019-04-04,4955.83
2019-04-05,4899.02
2019-04-06,5014.96
2019-04-07,5041.87
2019-04-08,5176.98
2019-04-09,5266.89
2019-04-10,5172.18
2019-04-11,5308.91
2019-04-12,5047.79
2019-04-13,5082.47
2019-04-14,5072.99
2019-04-15,5149.31
2019-04-16,5039.88
2019-04-17,5213.6
2019-04-18,5218.96
2019-04-19,5274.77
2019-04-20,5280.35
2019-04-21,5307.69
2019-04-22,5311.16
2019-04-23,5380.94
2019-04-24,5557.93
2019-04-25,5452.1
2019-04-26,5203.09
2019-04-27,5295.85
2019-04-28,5256.98
2019-04-29,5257.8
2019-04-30,5199.76
2019-05-01,5292.8
2019-05-02,5354.59
2019-05-03,5450.71
2019-05-04,5731.49
2019-05-05,5803.94
2019-05-06,5749.32
2019-05-07,5715.76
2019-05-08,5841.05
2019-05-09,5957.86
2019-05-10,6168.27
2019-05-11,6370.23
2019-05-12,7258.26
2019-05-13,6953.75
2019-05-14,7805.98
2019-05-15,7990.06
2019-05-16,8192.22
2019-05-17,7875.91
2019-05-18,7343.37
2019-05-19,7300.66
2019-05-20,8168.73
2019-05-21,7976.85
2019-05-22,7958.37
2019-05-23,7665.8
2019-05-24,7861.81
2019-05-25,7977.24
2019-05-26,8037.63
2019-05-27,8631.08
2019-05-28,8816.03
2019-05-29,8726.98
2019-05-30,8650.68
2019-05-31,8310.89
2019-06-01,8575.65
2019-06-02,8554.26
2019-06-03,8743.71
2019-06-04,8173.63
2019-06-05,7683.64
2019-06-06,7812.45
2019-06-07,7821.12
2019-06-08,8036.11
2019-06-09,7942.54
2019-06-10,7668.03
2019-06-11,8002.73
2019-06-12,7897.98
2019-06-13,8145.06
2019-06-14,8227.63
2019-06-15,8671.51
2019-06-16,8818.61
2019-06-17,8978.77
2019-06-18,9312.87
2019-06-19,9094.02
2019-06-20,9285.93
2019-06-21,9548.31
2019-06-22,10118.36
2019-06-23,10704.92
2019-06-24,10846.13
2019-06-25,11045.55
2019-06-26,11808.42
2019-06-27,12996.12
2019-06-28,11178.68
2019-06-29,12352.2
2019-06-30,11972.56
2019-07-01,10888.1
2019-07-02,10639.05
2019-07-03,10822.76
2019-07-04,11975.64
2019-07-05,11229.61
2019-07-06,10987.25
2019-07-07,11279.48
2019-07-08,11436.43
2019-07-09,12260.28
2019-07-10,12544.17
2019-07-11,12166.4
2019-07-12,11385.06
2019-07-13,11804.56
2019-07-14,11418.51
2019-07-15,10285.46
2019-07-16,10911.35
2019-07-17,9538.83
2019-07-18,9657.3
2019-07-19,10636.16
2019-07-20,10536.57
2019-07-21,10774.28
2019-07-22,10607.46
2019-07-23,10343.32
2019-07-24,9936.38
2019-07-25,9799.31
2019-07-26,9878.23
2019-07-27,9846.0
2019-07-28,9447.68
2019-07-29,9534.76
2019-07-30,9510.59
2019-07-31,9568.44
2019-08-01,10063.0
2019-08-02,10361.31
2019-08-03,10529.17
2019-08-04,10791.2
2019-08-05,10951.59
2019-08-06,11818.53
2019-08-07,11510.16
2019-08-08,11970.66
2019-08-09,12024.33
2019-08-10,11852.56
2019-08-11,11327.84
2019-08-12,11550.0
2019-08-13,11381.24
2019-08-14,10903.65
2019-08-15,10016.22
2019-08-16,10295.88
2019-08-17,10324.99
2019-08-18,10224.22
2019-08-19,10309.87
2019-08-20,10895.97
2019-08-21,10743.79
2019-08-22,10124.06
2019-08-23,10127.79
2019-08-24,10385.51
2019-08-25,10145.01
2019-08-26,10090.06
2019-08-27,10334.91
2019-08-28,10167.89
2019-08-29,9753.49
2019-08-30,9485.14
2019-08-31,9588.99
2019-09-01,9607.29
2019-09-02,9729.27
2019-09-03,10323.02
2019-09-04,10620.17
2019-09-05,10573.52
2019-09-06,10570.25
2019-09-07,10350.75
2019-09-08,10461.55
2019-09-09,10404.33
2019-09-10,10321.93
2019-09-11,10121.1
2019-09-12,10150.71
2019-09-13,10401.32
2019-09-14,10355.63
2019-09-15,10349.55
2019-09-16,10305.68
2019-09-17,10268.42
2019-09-18,10203.07
2019-09-19,10158.85
2019-09-20,10253.23
2019-09-21,10178.44
2019-09-22,9997.2
2019-09-23,10041.3
2019-09-24,9699.5
2019-09-25,8702.71
2019-09-26,8446.24
2019-09-27,8098.81
2019-09-28,8183.48
2019-09-29,8225.11
2019-09-30,8064.38
2019-10-01,8271.29
2019-10-02,8366.5
2019-10-03,8350.13
2019-10-04,8176.35
2019-10-05,8156.52
2019-10-06,8140.24
2019-10-07,7890.23
2019-10-08,8182.25
2019-10-09,8180.69
2019-10-10,8573.06
2019-10-11,8561.52
2019-10-12,8277.85
2019-10-13,8308.47
2019-10-14,8289.5
2019-10-15,8347.35
2019-10-16,8175.86
2019-10-17,8010.3
2019-10-18,8079.93
2019-10-19,7957.31
2019-10-20,7949.8
2019-10-21,8208.36
2019-10-22,8220.92
2019-10-23,8045.29
2019-10-24,7468.53
2019-10-25,7433.92
2019-10-26,8652.03
2019-10-27,9217.24
2019-10-28,9502.02
2019-10-29,9239.9
2019-10-30,9407.16
2019-10-31,9171.87
2019-11-01,9151.82
2019-11-02,9233.41
2019-11-03,9302.83
2019-11-04,9204.29
2019-11-05,9378.95
2019-11-06,9300.37
2019-11-07,9340.05
2019-11-08,9221.07
2019-11-09,8795.9
2019-11-10,8809.78
2019-11-11,9043.67
2019-11-12,8729.92
2019-11-13,8806.75
2019-11-14,8770.78
2019-11-15,8652.03
2019-11-16,8480.44
2019-11-17,8496.38
2019-11-18,8508.5
2019-11-19,8202.83
2019-11-20,8138.83
2019-11-21,8095.87
2019-11-22,7632.49
2019-11-23,7293.01
2019-11-24,7309.69
2019-11-25,6935.74
2019-11-26,7118.26
2019-11-27,7157.68
2019-11-28,7483.75
2019-11-29,7438.62
2019-11-30,7720.87
2019-12-01,7556.4
2019-12-02,7405.81
2019-12-03,7308.98
2019-12-04,7286.08
2019-12-05,7209.97
2019-12-06,7373.78
2019-12-07,7530.92
2019-12-08,7493.55
2019-12-09,7508.32
2019-12-10,7347.04
2019-12-11,7233.95
2019-12-12,7197.43
2019-12-13,7200.71
2019-12-14,7247.35
2019-12-15,7081.74
2019-12-16,7108.56
2019-12-17,6901.04
2019-12-18,6627.16
2019-12-19,7274.77
2019-12-20,7152.56
2019-12-21,7185.44
2019-12-22,7141.55
2019-12-23,7488.2
2019-12-24,7335.21
2019-12-25,7266.61
2019-12-26,7204.18
2019-12-27,7208.49
2019-12-28,7247.62
2019-12-29,7307.89
2019-12-30,7394.03
2019-12-31,7240.43
2020-01-01,7195.15
2020-01-02,7193.75
2020-01-03,6963.85
2020-01-04,7300.35
2020-01-05,7351.38
2020-01-06,7349.97
2020-01-07,7734.68
2020-01-08,8147.42
2020-01-09,8045.79
2020-01-10,7832.8
2020-01-11,8180.51
2020-01-12,8012.09
2020-01-13,8171.4
2020-01-14,8110.65
2020-01-15,8801.87
2020-01-16,8820.85
2020-01-17,8720.92
2020-01-18,8902.57
2020-01-19,8906.9
2020-01-20,8690.38
2020-01-21,8631.25
2020-01-22,8724.82
2020-01-23,8665.44
2020-01-24,8415.96
2020-01-25,8432.1
2020-01-26,8348.67
2020-01-27,8595.73
2020-01-28,8879.34
2020-01-29,9320.81
2020-01-30,9276.89
2020-01-31,9509.81
2020-02-01,9308.06
2020-02-02,9363.22
2020-02-03,9338.42
2020-02-04,9308.91
2020-02-05,9179.96
2020-02-06,9592.18
2020-02-07,9744.64
2020-02-08,9799.45
2020-02-09,9890.7
2020-02-10,10148.38
2020-02-11,9890.12
2020-02-12,10226.93
2020-02-13,10328.9
2020-02-14,10221.26
2020-02-15,10320.16
2020-02-16,9894.14
2020-02-17,9943.67
2020-02-18,9723.61
2020-02-19,10133.82
2020-02-20,9618.41
2020-02-21,9608.17
2020-02-22,9673.01
2020-02-23,9658.61
2020-02-24,9946.72
2020-02-25,9670.96
2020-02-26,9345.34
2020-02-27,8801.66
2020-02-28,8781.18
2020-02-29,8717.33
2020-03-01,8552.99
2020-03-02,8567.8
2020-03-03,8905.88
2020-03-04,8756.72
2020-03-05,8758.65
2020-03-06,9038.87
2020-03-07,9135.85
2020-03-08,8902.2
2020-03-09,8041.37
2020-03-10,7921.33
2020-03-11,7906.73
2020-03-12,7935.52
2020-03-13,5142.99
2020-03-14,5542.82
2020-03-15,5214.19
2020-03-16,5397.93
2020-03-17,5032.5
2020-03-18,5389.42
2020-03-19,5376.28
2020-03-20,6170.2
2020-03-21,6195.6
2020-03-22,6145.77
2020-03-23,5859.65
2020-03-24,6456.35
2020-03-25,6730.17
2020-03-26,6695.9
2020-03-27,6765.56
2020-03-28,6397.83
2020-03-29,6255.0
2020-03-30,5915.34
2020-03-31,6403.14
2020-04-01,6421.71
2020-04-02,6640.8
2020-04-03,6807.9
2020-04-04,6732.85
2020-04-05,6859.42
2020-04-06,6788.05
2020-04-07,7297.64
2020-04-08,7196.78
2020-04-09,7342.29
2020-04-10,7294.49
2020-04-11,6864.69
2020-04-12,6878.78
2020-04-13,6913.16
2020-04-14,6857.54
2020-04-15,6860.18
2020-04-16,6629.43
2020-04-17,7059.93
2020-04-18,7035.26
2020-04-19,7242.51
2020-04-20,7127.51
2020-04-21,6856.46
2020-04-22,6842.04
2020-04-23,7110.0
2020-04-24,7382.79
2020-04-25,7495.39
2020-04-26,7538.56
2020-04-27,7683.87
2020-04-28,7774.28
2020-04-29,7758.23
2020-04-30,8744.43
2020-05-01,8610.64
2020-05-02,8824.82
2020-05-03,8966.31
2020-05-04,8888.67
2020-05-05,8884.41
2020-05-06,9003.24
2020-05-07,9144.69
2020-05-08,9959.17
2020-05-09,9821.81
2020-05-10,9566.78
2020-05-11,8752.62
2020-05-12,8604.75
2020-05-13,8788.47
2020-05-14,9283.09
2020-05-15,9796.49
2020-05-16,9309.3
2020-05-17,9375.3
2020-05-18,9666.33
2020-05-19,9708.44
2020-05-20,9760.2
2020-05-21,9526.51
2020-05-22,9059.96
2020-05-23,9131.77
2020-05-24,9170.36
2020-05-25,8731.85
2020-05-26,8883.69
2020-05-27,8839.13
2020-05-28,9174.12
2020-05-29,9546.05
2020-05-30,9427.12
2020-05-31,9662.71
2020-06-01,9466.96
2020-06-02,10167.93
2020-06-03,9515.24
2020-06-04,9645.23
2020-06-05,9776.2
2020-06-06,9636.97
2020-06-07,9662.86
2020-06-08,9738.6
2020-06-09,9773.03
2020-06-10,9767.01
2020-06-11,9874.9
2020-06-12,9326.0
2020-06-13,9469.53
2020-06-14,9469.47
2020-06-15,9345.96
2020-06-16,9431.72
2020-06-17,9524.93
2020-06-18,9463.36
2020-06-19,9399.77
2020-06-20,9312.78
2020-06-21,9360.25
2020-06-22,9298.36
2020-06-23,9678.68
2020-06-24,9624.68
2020-06-25,9288.06
2020-06-26,9258.67
2020-06-27,9166.49
2020-06-28,9013.91
2020-06-29,9139.9
2020-06-30,9185.17
2020-07-01,9149.72
2020-07-02,9230.67
2020-07-03,9094.32
2020-07-04,9071.39
2020-07-05,9132.91
2020-07-06,9087.41
2020-07-07,9342.38
2020-07-08,9253.63
2020-07-09,9432.17
2020-07-10,9235.72
2020-07-11,9282.91
2020-07-12,9234.31
2020-07-13,9297.48
2020-07-14,9240.76
2020-07-15,9247.06
2020-07-16,9203.37
2020-07-17,9136.48
2020-07-18,9156.28
2020-07-19,9168.4
2020-07-20,9202.62
2020-07-21,9163.16
2020-07-22,9384.38
2020-07-23,9514.3
2020-07-24,9589.82
2020-07-25,9535.94
2020-07-26,9691.83
2020-07-27,9925.75
2020-07-28,10962.26
2020-07-29,10904.92
2020-07-30,11093.61
2020-07-31,11116.31
2020-08-01,11325.55
2020-08-02,11812.09
2020-08-03,11066.31
2020-08-04,11230.91
2020-08-05,11181.92
2020-08-06,11719.26
2020-08-07,11768.13
2020-08-08,11571.49
2020-08-09,11739.13
2020-08-10,11682.85
2020-08-11,11862.94
2020-08-12,11398.67
2020-08-13,11579.87
2020-08-14,11817.16
2020-08-15,11777.39
2020-08-16,11864.91
2020-08-17,11901.78
2020-08-18,12272.47
2020-08-19,11949.61
2020-08-20,11733.28
2020-08-21,11861.84
2020-08-22,11515.12
2020-08-23,11676.39
2020-08-24,11647.93
2020-08-25,11758.83
2020-08-26,11350.75
2020-08-27,11465.0
2020-08-28,11300.4
2020-08-29,11519.12
2020-08-30,11481.48
2020-08-31,11701.0
2020-09-01,11672.32
2020-09-02,11895.23
2020-09-03,11418.25
2020-09-04,10197.46
2020-09-05,10484.47
2020-09-06,10177.79
2020-09-07,10260.02
2020-09-08,10359.45
2020-09-09,10125.01
2020-09-10,10230.15
2020-09-11,10342.16
2020-09-12,10378.22
2020-09-13,10439.38
2020-09-14,10328.87
2020-09-15,10661.1
2020-09-16,10787.58
2020-09-17,10952.25
2020-09-18,10938.0
2020-09-19,10927.15
2020-09-20,11084.0
2020-09-21,10923.33
2020-09-22,10439.52
2020-09-23,10527.59
2020-09-24,10223.78
2020-09-25,10726.53
2020-09-26,10681.99
2020-09-27,10743.19
2020-09-28,10765.3
2020-09-29,10672.03
2020-09-30,10837.52
2020-10-01,10770.88
2020-10-02,10627.98
2020-10-03,10572.67
2020-10-04,10546.66
2020-10-05,10670.7
2020-10-06,10784.95
2020-10-07,10605.96
2020-10-08,10668.01
2020-10-09,10888.67
2020-10-10,11063.25
2020-10-11,11286.54
2020-10-12,11377.81
2020-10-13,11543.18
2020-10-14,11426.11
2020-10-15,11435.57
2020-10-16,11495.58
2020-10-17,11319.1
2020-10-18,11365.81
2020-10-19,11495.9
2020-10-20,11752.15
2020-10-21,11908.71
2020-10-22,12806.44
2020-10-23,12951.04
2020-10-24,12928.07
2020-10-25,13106.05
2020-10-26,13021.41
2020-10-27,13060.79
2020-10-28,13655.19
2020-10-29,13283.0
2020-10-30,13441.88
2020-10-31,13537.17
2020-11-01,13778.64
2020-11-02,13720.36
2020-11-03,13558.36
2020-11-04,13989.98
2020-11-05,14101.72
2020-11-06,15553.33
2020-11-07,15548.31
2020-11-08,14818.46
2020-11-09,15496.32
2020-11-10,15335.34
2020-11-11,15278.71
2020-11-12,15686.91
2020-11-13,16265.15
2020-11-14,16326.81
2020-11-15,16095.56
2020-11-16,15984.67
2020-11-17,16714.4
2020-11-18,17651.82
2020-11-19,17829.93
2020-11-20,17819.76
2020-11-21,18628.81
2020-11-22,18689.53
2020-11-23,18390.61
2020-11-24,18360.69
2020-11-25,19091.52
2020-11-26,18753.29
2020-11-27,17138.03
2020-11-28,17140.28
2020-11-29,17718.97
2020-11-30,18169.95
2020-12-01,19609.52
2020-12-02,18857.42
2020-12-03,19208.4
2020-12-04,19435.2
2020-12-05,18711.23
2020-12-06,19139.11
2020-12-07,19325.55
2020-12-08,19198.81
2020-12-09,18336.51
2020-12-10,18564.99
2020-12-11,18262.06
2020-12-12,18058.03
2020-12-13,18807.1
2020-12-14,19151.13
2020-12-15,19259.97
2020-12-16,19432.36
2020-12-17,21317.66
2020-12-18,22805.66
2020-12-19,23120.57
2020-12-20,23863.85
2020-12-21,23518.32
2020-12-22,22840.99
2020-12-23,23794.79
2020-12-24,23308.13
2020-12-25,23760.29
2020-12-26,24671.11
2020-12-27,26476.13
2020-12-28,26423.23
2020-12-29,27125.38
2020-12-30,27424.54
2020-12-31,28837.29
2021-01-01,29022.42
2021-01-02,29352.13
2021-01-03,32163.82
2021-01-04,33008.23
2021-01-05,31515.58
2021-01-06,34082.21
2021-01-07,36933.52
2021-01-08,39547.08
2021-01-09,40815.96
2021-01-10,40296.53
2021-01-11,38397.9
2021-01-12,35669.91
2021-01-13,33938.34
2021-01-14,37456.01
2021-01-15,39232.75
2021-01-16,36787.52
2021-01-17,36254.71
2021-01-18,35804.26
2021-01-19,36595.46
2021-01-20,36104.86
2021-01-21,35587.49
2021-01-22,30913.7
2021-01-23,32957.91
2021-01-24,32068.09
2021-01-25,32273.52
2021-01-26,32375.32
2021-01-27,32582.11
2021-01-28,30445.53
2021-01-29,33128.35
2021-01-30,34150.82
2021-01-31,34199.52
2021-02-01,33064.79
2021-02-02,33405.99
2021-02-03,35485.99
2021-02-04,37494.72
2021-02-05,36816.51
2021-02-06,38007.83
2021-02-07,39279.41
2021-02-08,38833.34
2021-02-09,46307.57
2021-02-10,46569.56
2021-02-11,44848.69
2021-02-12,47815.96
2021-02-13,47414.19
2021-02-14,46941.29
2021-02-15,48607.87
2021-02-16,47898.49
2021-02-17,49238.14
2021-02-18,52143.68
2021-02-19,51733.08
2021-02-20,56038.73
2021-02-21,56377.63
2021-02-22,57669.3
2021-02-23,54410.86
2021-02-24,48691.89
2021-02-25,49849.38
2021-02-26,46992.67
2021-02-27,46551.49
2021-02-28,46653.53
2021-03-01,44970.16
2021-03-02,49787.34
2021-03-03,48532.24
2021-03-04,50577.46
2021-03-05,48727.45
2021-03-06,49091.81
2021-03-07,49019.37
2021-03-08,51313.09
2021-03-09,52328.54
2021-03-10,54700.27
2021-03-11,56020.49
2021-03-12,57788.87
2021-03-13,57353.86
2021-03-14,61315.2
2021-03-15,59428.97
2021-03-16,55805.33
2021-03-17,56830.25
2021-03-18,59014.93
2021-03-19,57922.41
2021-03-20,58243.27
2021-03-21,58376.16
2021-03-22,57573.54
2021-03-23,54370.14
2021-03-24,54584.87
2021-03-25,52526.87
2021-03-26,51416.91
2021-03-27,55033.1
2021-03-28,55832.42
2021-03-29,55728.1
2021-03-30,57634.93
2021-03-31,58668.63
2021-04-01,58817.37
2021-04-02,58801.19
2021-04-03,59060.03
2021-04-04,57060.41
2021-04-05,58228.8
2021-04-06,58706.82
2021-04-07,58062.18
2021-04-08,56134.42
2021-04-09,58065.64
2021-04-10,58152.99
2021-04-11,59979.39
2021-04-12,59988.02
2021-04-13,59911.02
2021-04-14,63576.68
2021-04-15,62807.12
2021-04-16,63179.77
2021-04-17,61497.3
2021-04-18,60273.87
2021-04-19,56288.95
2021-04-20,55721.17
2021-04-21,56294.73
2021-04-22,54190.07
2021-04-23,51965.57
2021-04-24,51191.12
2021-04-25,50133.11
2021-04-26,48981.44
2021-04-27,53978.81
2021-04-28,54991.81
2021-04-29,54810.61
2021-04-30,53596.7
2021-05-01,57828.51
2021-05-02,57812.97
2021-05-03,56600.75
2021-05-04,57200.3
2021-05-05,53464.37
2021-05-06,57432.1
2021-05-07,56507.76
2021-05-08,57361.57
2021-05-09,58771.88
2021-05-10,58213.93
2021-05-11,55901.67
2021-05-12,56928.97
2021-05-13,50004.76
2021-05-14,49972.8
2021-05-15,49913.26
2021-05-16,46780.9
2021-05-17,46585.06
2021-05-18,43780.83
2021-05-19,43091.04
2021-05-20,37287.39
2021-05-21,40437.73
2021-05-22,37339.63
2021-05-23,37520.32
2021-05-24,34977.53
2021-05-25,38642.44
2021-05-26,38210.81
2021-05-27,39406.93
2021-05-28,38642.9
2021-05-29,35710.22
2021-05-30,34775.08
2021-05-31,35714.75
2021-06-01,37340.68
2021-06-02,36680.07
2021-06-03,37685.72
2021-06-04,39151.32
2021-06-05,36938.72
2021-06-06,35546.99
2021-06-07,35834.47
2021-06-08,33451.38
2021-06-09,33557.15
2021-06-10,37553.64
2021-06-11,36903.3
2021-06-12,37289.43
2021-06-13,35666.15
2021-06-14,39147.71
2021-06-15,40624.51
2021-06-16,40378.2
2021-06-17,38321.45
2021-06-18,38193.62
2021-06-19,35881.11
2021-06-20,35581.64
2021-06-21,35787.08
2021-06-22,31711.94
2021-06-23,32507.74
2021-06-24,33702.62
2021-06-25,34675.45
2021-06-26,31943.14
2021-06-27,32023.97
2021-06-28,34607.29
2021-06-29,34556.84
2021-06-30,35968.99
2021-07-01,35171.49
2021-07-02,33677.57
2021-07-03,33950.79
2021-07-04,34729.89
2021-07-05,35394.21
2021-07-06,33928.13
2021-07-07,34149.99
2021-07-08,33932.25
2021-07-09,32933.58
2021-07-10,33971.3
2021-07-11,33704.54
2021-07-12,34299.94
2021-07-13,33262.65
2021-07-14,32676.38
2021-07-15,32878.5
2021-07-16,31726.04
2021-07-17,31399.65
2021-07-18,31588.67
2021-07-19,31919.39
2021-07-20,30928.21
2021-07-21,29971.9
2021-07-22,32383.78
2021-07-23,32409.5
2021-07-24,33455.55
2021-07-25,34213.6
2021-07-26,35456.12
2021-07-27,37281.92
2021-07-28,39076.59
2021-07-29,40031.2
2021-07-30,39977.76
2021-07-31,41936.26
2021-08-01,41754.17
2021-08-02,39914.83
2021-08-03,39278.77
2021-08-04,38368.35
2021-08-05,39751.58
2021-08-06,40825.38
2021-08-07,42802.14
2021-08-08,44647.58
2021-08-09,43753.22
2021-08-10,46311.0
2021-08-11,45639.51
2021-08-12,45652.06
2021-08-13,44495.21
2021-08-14,47717.27
2021-08-15,47088.85
2021-08-16,47025.0
2021-08-17,46031.76
2021-08-18,44534.45
2021-08-19,45015.47
2021-08-20,46745.03
2021-08-21,49195.88
2021-08-22,48933.69
2021-08-23,49250.54
2021-08-24,49518.58
2021-08-25,47940.61
2021-08-26,49002.7
2021-08-27,47229.07
2021-08-28,49083.1
2021-08-29,48936.54
2021-08-30,48907.27
2021-08-31,47124.25
2021-09-01,47335.42
2021-09-02,48823.06
2021-09-03,49338.78
2021-09-04,49934.53
2021-09-05,50013.03
2021-09-06,51696.21
2021-09-07,52739.8
2021-09-08,46995.16
2021-09-09,46085.03
2021-09-10,46518.94
2021-09-11,44802.61
2021-09-12,45196.49
2021-09-13,46195.22
2021-09-14,45139.83
2021-09-15,47135.43
2021-09-16,48186.53
2021-09-17,47879.47
2021-09-18,47228.66
2021-09-19,48266.63
2021-09-20,47371.04
2021-09-21,42932.95
2021-09-22,40386.62
2021-09-23,43587.22
2021-09-24,44980.9
2021-09-25,42752.17
2021-09-26,42856.86
2021-09-27,43336.86
2021-09-28,42247.36
2021-09-29,41010.38
2021-09-30,41587.67
2021-10-01,43859.33
2021-10-02,48181.88
2021-10-03,47777.76
2021-10-04,48282.97
2021-10-05,49260.23
2021-10-06,51668.99
2021-10-07,55415.01
2021-10-08,53894.6
2021-10-09,54010.94
2021-10-10,55125.46
2021-10-11,54711.87
2021-10-12,57572.51
2021-10-13,56335.04
2021-10-14,57487.99
2021-10-15,57452.43
2021-10-16,61809.02
2021-10-17,61165.64
2021-10-18,61583.77
2021-10-19,62017.97
2021-10-20,64517.65
2021-10-21,66237.52
2021-10-22,62541.09
2021-10-23,61029.27
2021-10-24,61572.14
2021-10-25,61173.17
2021-10-26,63228.21
2021-10-27,60604.19
2021-10-28,58641.0
2021-10-29,60767.56
2021-10-30,62283.2
2021-10-31,61837.26
2021-11-01,61471.87
2021-11-02,61121.83
2021-11-03,63247.21
2021-11-04,63130.94
2021-11-05,61601.74
2021-11-06,61247.38
2021-11-07,61661.36
2021-11-08,63153.23
2021-11-09,67617.02
2021-11-10,67145.37
2021-11-11,65061.05
2021-11-12,65005.65
2021-11-13,64432.05
2021-11-14,64660.34
2021-11-15,65648.98
2021-11-16,63933.84
2021-11-17,60448.56
2021-11-18,60603.66
2021-11-19,56987.32
2021-11-20,58459.26
2021-11-21,60082.91
2021-11-22,59139.78
2021-11-23,56386.86
2021-11-24,57748.79
2021-11-25,57198.18
2021-11-26,58897.85
2021-11-27,53827.79
2021-11-28,54533.4
2021-11-29,57237.66
2021-11-30,57848.77
2021-12-01,57011.28
2021-12-02,57169.37
2021-12-03,56508.27
2021-12-04,53785.97
2021-12-05,49161.99
2021-12-06,49268.47
2021-12-07,50461.58
2021-12-08,50647.66
2021-12-09,50530.46
2021-12-10,47885.87
2021-12-11,47303.56
2021-12-12,49242.3
2021-12-13,50051.08
2021-12-14,46696.3
2021-12-15,48410.56
2021-12-16,48936.86
2021-12-17,47694.53
2021-12-18,46328.7
2021-12-19,46970.06
2021-12-20,46807.05
2021-12-21,47117.01
2021-12-22,49145.22
2021-12-23,48755.9
2021-12-24,50900.61
2021-12-25,50888.72
2021-12-26,50663.49
2021-12-27,50852.86
2021-12-28,50774.07
2021-12-29,47725.15
2021-12-30,46506.99
2021-12-31,47191.87
2022-01-01,46319.65
2022-01-02,47816.08
2022-01-03,47387.21
2022-01-04,46531.14
2022-01-05,45938.02
2022-01-06,43647.15
2022-01-07,43216.46
2022-01-08,41527.2
2022-01-09,41756.66
2022-01-10,41862.36
2022-01-11,41869.86
2022-01-12,42777.21
2022-01-13,43981.88
2022-01-14,42608.41
2022-01-15,43120.85
2022-01-16,43226.65
2022-01-17,43119.79
2022-01-18,42298.34
2022-01-19,42395.46
2022-01-20,41749.55
2022-01-21,40707.68
2022-01-22,36508.8
2022-01-23,35180.44
2022-01-24,36306.41
2022-01-25,36774.01
2022-01-26,36988.93
2022-01-27,36870.44
2022-01-28,37276.84
2022-01-29,37852.58
2022-01-30,38232.18
2022-01-31,37983.15
2022-02-01,38555.53
2022-02-02,38835.69
2022-02-03,37000.98
2022-02-04,37101.35
2022-02-05,41673.84
2022-02-06,41493.69
2022-02-07,42475.54
2022-02-08,43910.93
2022-02-09,44184.45
2022-02-10,44383.89
2022-02-11,43628.14
2022-02-12,42445.39
2022-02-13,42254.74
2022-02-14,42247.84
2022-02-15,42634.57
2022-02-16,44574.32
2022-02-17,44063.28
2022-02-18,40562.99
2022-02-19,40073.5
2022-02-20,40192.76
2022-02-21,38514.01
2022-02-22,37059.98
2022-02-23,38337.2
2022-02-24,37372.29
2022-02-25,38363.35
2022-02-26,39316.16
2022-02-27,39090.2
2022-02-28,37803.59
2022-03-01,43225.4
2022-03-02,44459.59
2022-03-03,43980.71
2022-03-04,42491.98
2022-03-05,39200.3
2022-03-06,39463.15
2022-03-07,38442.99
2022-03-08,38076.49
2022-03-09,38732.94
2022-03-10,41986.03
2022-03-11,39468.35
